Year,Month,Day,Title,Link,List,Genres,Budget,Box office
2006,4,28.0,Stick It,/wiki/Stick_It,"[' teen comedy-drama film starring Jeff Bridges, Missy Peregrym and Vanessa Lengies written and directed by Bring It On writer Jessica Bendinger; the', '$20 million[1]', '$32 million[2]']"," teen comedy-drama film starring Jeff Bridges, Missy Peregrym and Vanessa Lengies written and directed by Bring It On writer Jessica Bendinger; the",$20 million[1],$32 million[2]
2006,4,28.0,United 93,/wiki/United_93_(film),"['docudrama thriller', '$15 million[2]', '$76.3 million[2]']",docudrama thriller,$15 million[2],$76.3 million[2]
2006,5,5.0,An American Haunting,/wiki/An_American_Haunting,"['supernatural horror', '$14 million', '$29,612,137[1]']",supernatural horror,$14 million,"$29,612,137[1]"
2006,5,5.0,Art School Confidential,/wiki/Art_School_Confidential_(film),"[' comedy-drama', '$5 million', '$3,306,629']", comedy-drama,$5 million,"$3,306,629"
2006,5,5.0,Mission: Impossible III,/wiki/Mission:_Impossible_III,"[' action spy', '$150–186 million[2][3]', '$399.4 million[4]']", action spy,$150–186 million[2][3],$399.4 million[4]
2006,5,12.0,Just My Luck,/wiki/Just_My_Luck_(2006_film),"[' romantic comedy', '$28 million', '$38.1 million[1]']", romantic comedy,$28 million,$38.1 million[1]
2006,5,12.0,Poseidon,/wiki/Poseidon_(film),"[' action disaster', '$160 million', '$181.7 million[1]']", action disaster,$160 million,$181.7 million[1]
2006,5,19.0,The Da Vinci Code,/wiki/The_Da_Vinci_Code_(film),"['mystery thriller', '$125 million[2]', '$760 million[2]']",mystery thriller,$125 million[2],$760 million[2]
2006,5,19.0,Over the Hedge,/wiki/Over_the_Hedge_(film),"[' animated comedy', '$80 million[3]', '$339.8 million[2]']", animated comedy,$80 million[3],$339.8 million[2]
2006,5,19.0,See No Evil,/wiki/See_No_Evil_(2006_film),"['slasher', '$8 million[1]', '$18.8 million[1][2]']",slasher,$8 million[1],$18.8 million[1][2]
2006,5,24.0,An Inconvenient Truth,/wiki/An_Inconvenient_Truth,"[' documentary', '$1.5 million[2]', '$49.8 million[3]']", documentary,$1.5 million[2],$49.8 million[3]
2006,5,26.0,X-Men: The Last Stand,/wiki/X-Men:_The_Last_Stand,"['superhero', '$210million[4][5]', '$460.4million[5]']",superhero,$210million[4][5],$460.4million[5]
2006,6,2.0,The Break-Up,/wiki/The_Break-Up,"[' romantic comedy-drama', '$52 million', '$205.7 million[1]']", romantic comedy-drama,$52 million,$205.7 million[1]
2006,6,6.0,The Omen,/wiki/The_Omen_(2006_film),"[' supernatural horror', '$25 million', '$120 million']", supernatural horror,$25 million,$120 million
2006,6,9.0,Cars,/wiki/Cars_(film),"[' animated sports comedy', '$120million[1]', '$462million[1]']", animated sports comedy,$120million[1],$462million[1]
2006,6,9.0,A Prairie Home Companion,/wiki/A_Prairie_Home_Companion_(film),"[' musical comedy', '$10 million[2]', '$26 million']", musical comedy,$10 million[2],$26 million
2006,6,16.0,The Fast and the Furious: Tokyo Drift,/wiki/The_Fast_and_the_Furious:_Tokyo_Drift,"['action', '$85 million[4]', '$159 million[5]']",action,$85 million[4],$159 million[5]
2006,6,16.0,Garfield: A Tail of Two Kitties,/wiki/Garfield:_A_Tail_of_Two_Kitties,"[' comedy', '$60 million[3]', '$143.3 million[2]']", comedy,$60 million[3],$143.3 million[2]
2006,6,16.0,The Lake House,/wiki/The_Lake_House_(film),"[' fantasy romance', '$40 million[1]', '$114.8 million[1]']", fantasy romance,$40 million[1],$114.8 million[1]
2006,6,16.0,Nacho Libre,/wiki/Nacho_Libre,"['sports comedy', '$35 million[3][4]', '$99.3 million[3]']",sports comedy,$35 million[3][4],$99.3 million[3]
2006,6,23.0,Click,/wiki/Click_(2006_film),"[' comedy', '$82.5 million[3]', '$240.7 million[3]']", comedy,$82.5 million[3],$240.7 million[3]
2006,6,28.0,Superman Returns,/wiki/Superman_Returns,"[' superhero', '$223 million (gross)$204 million (net)', '$391.1 million[3]']", superhero,$223 million (gross)$204 million (net),$391.1 million[3]
2006,6,30.0,The Devil Wears Prada,/wiki/The_Devil_Wears_Prada_(film),"[' comedy-drama', '$35–41 million[1][2]', '$326.7\xa0million[1]']", comedy-drama,$35–41 million[1][2],$326.7 million[1]
2006,7,7.0,Pirates of the Caribbean: Dead Man's Chest,/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,"[' fantasy swashbuckler', '$225 million[2]', '$1.066 billion[2]']", fantasy swashbuckler,$225 million[2],$1.066 billion[2]
2006,7,7.0,A Scanner Darkly,/wiki/A_Scanner_Darkly_(film),"[' adult animated science fiction thriller', '$8.7 million[2]', '$7.7 million[3]']", adult animated science fiction thriller,$8.7 million[2],$7.7 million[3]
2006,7,14.0,Little Man,/wiki/Little_Man_(2006_film),"[' comedy', '$64 million[1]', '$104 million']", comedy,$64 million[1],$104 million
2006,7,14.0,"You, Me and Dupree","/wiki/You,_Me_and_Dupree","[' romantic comedy', '$54 million[2]', '$130.4 million[2]']", romantic comedy,$54 million[2],$130.4 million[2]
2006,7,21.0,Clerks II,/wiki/Clerks_II,"[' black comedy', '$5 million[1]', '$26.9 million[1]']", black comedy,$5 million[1],$26.9 million[1]
2006,7,21.0,Lady in the Water,/wiki/Lady_in_the_Water,"[' fantasy psychological thriller', '$70 million[2]', '$72.8 million[2]']", fantasy psychological thriller,$70 million[2],$72.8 million[2]
2006,7,21.0,Monster House,/wiki/Monster_House_(film),"[' animated supernatural horror comedy', '$75 million[2]', '$141.9 million[2]']", animated supernatural horror comedy,$75 million[2],$141.9 million[2]
2006,7,21.0,My Super Ex-Girlfriend,/wiki/My_Super_Ex-Girlfriend,"[' superhero romantic comedy', '$30 million', '$61.1 million']", superhero romantic comedy,$30 million,$61.1 million
2006,7,28.0,The Ant Bully,/wiki/The_Ant_Bully_(film),"[' animated', '$50 million[1]', '$55.2 million[1]']", animated,$50 million[1],$55.2 million[1]
2006,7,28.0,John Tucker Must Die,/wiki/John_Tucker_Must_Die,"['teen comedy', '$18 million[1]', '$68.8 million[1]']",teen comedy,$18 million[1],$68.8 million[1]
2006,7,28.0,Miami Vice,/wiki/Miami_Vice_(film),"['action crime', '$135–150 million[2][3]', '$164.2 million[2]']",action crime,$135–150 million[2][3],$164.2 million[2]
2006,7,28.0,Scoop,/wiki/Scoop_(2006_film),"['romantic crime comedy', 'US$4 million[1]', 'US$39.2 million[2]']",romantic crime comedy,US$4 million[1],US$39.2 million[2]
2006,8,4.0,Barnyard,/wiki/Barnyard_(film),"['animated adventure comedy', '$51 million[4]', '$116.5-118.6 million[4][1]']",animated adventure comedy,$51 million[4],$116.5-118.6 million[4][1]
2006,8,4.0,The Night Listener,/wiki/The_Night_Listener_(film),"[' psychological thriller', '$3 million', '$10,639,686']", psychological thriller,$3 million,"$10,639,686"
2006,8,4.0,Talladega Nights: The Ballad of Ricky Bobby,/wiki/Talladega_Nights:_The_Ballad_of_Ricky_Bobby,"[' sports comedy film directed by Adam McKay who co-wrote the', '$72.5 million[1]', '$163.4 million[1]']", sports comedy film directed by Adam McKay who co-wrote the,$72.5 million[1],$163.4 million[1]
2006,8,9.0,World Trade Center,/wiki/World_Trade_Center_(film),"[' docudrama disaster', '$65 million[2]', '$163.2 million[2]']", docudrama disaster,$65 million[2],$163.2 million[2]
2006,8,11.0,Half Nelson,/wiki/Half_Nelson_(film),"[' drama', '$700,000[1]', '$4.9 million[1]']", drama,"$700,000[1]",$4.9 million[1]
2006,8,11.0,Pulse,/wiki/Pulse_(2006_film),"[' horror', '$20.5 million[1]', '$30 million[1]']", horror,$20.5 million[1],$30 million[1]
2006,8,11.0,Step Up,/wiki/Step_Up_(film),"[' teen romantic dance drama', '$12 million[3]', '$114.2 million[3]']", teen romantic dance drama,$12 million[3],$114.2 million[3]
2006,8,11.0,Zoom,/wiki/Zoom_(2006_film),"[' superhero comedy', '$75.6 million[2]', '$12.5 million[3]']", superhero comedy,$75.6 million[2],$12.5 million[3]
2006,8,18.0,Accepted,/wiki/Accepted,"[' comedy', '$23 million[1]', '$38.6 million[1]']", comedy,$23 million[1],$38.6 million[1]
2006,8,18.0,The Illusionist,/wiki/The_Illusionist_(2006_film),"[' romantic mystery', '$16.5 million', '$87.8 million']", romantic mystery,$16.5 million,$87.8 million
2006,8,18.0,Snakes on a Plane,/wiki/Snakes_on_a_Plane,"[' action horror', '$33 million[1][2]', '$62 million[1][2]']", action horror,$33 million[1][2],$62 million[1][2]
2006,8,25.0,Beerfest,/wiki/Beerfest,"[' comedy', '$17.5 million[1]', '$20.4 million[2]']", comedy,$17.5 million[1],$20.4 million[2]
2006,8,25.0,Idlewild,/wiki/Idlewild_(film),"[' musical drama', '$10 million', '$12.6 million']", musical drama,$10 million,$12.6 million
2006,8,25.0,Invincible,/wiki/Invincible_(2006_film),"[' biographical sports drama', '$30 million', '$58.5 million']", biographical sports drama,$30 million,$58.5 million
2006,9,1.0,Crank,/wiki/Crank_(film),"[' action', '$12 million[2]', '$42.9 million[2]']", action,$12 million[2],$42.9 million[2]
2006,9,1.0,Idiocracy,/wiki/Idiocracy,"[' science fiction comedy', '$2.4 million[1]', '$495,303[2]']", science fiction comedy,$2.4 million[1],"$495,303[2]"
2006,9,1.0,The Wicker Man,/wiki/The_Wicker_Man_(2006_film),"['h', '$40 million[4]', '$38.8 million[4]']",h,$40 million[4],$38.8 million[4]
2006,9,2.0,The Namesake,/wiki/The_Namesake_(film),"['-language drama', '$9.5 million[2]', '$20.14 million[3]']",-language drama,$9.5 million[2],$20.14 million[3]
2006,9,8.0,The Covenant,/wiki/The_Covenant_(2006_film),"[' supernatural horror', '$20 million[2]', '$37.6 million[3]']", supernatural horror,$20 million[2],$37.6 million[3]
2006,9,8.0,Hollywoodland,/wiki/Hollywoodland,"[' mystery drama', '$14 million', '$16.8 million[1]']", mystery drama,$14 million,$16.8 million[1]
2006,9,15.0,The Black Dahlia,/wiki/The_Black_Dahlia_(film),"[' neo-noir crime thriller', '$50 million[1]', '$49.3 million[1]']", neo-noir crime thriller,$50 million[1],$49.3 million[1]
2006,9,15.0,Everyone's Hero,/wiki/Everyone%27s_Hero,"[' computer-animated sports comedy film directed by Christopher Reeve (in his final directed', '$35 million[2]', '$16.6 million[3]']", computer-animated sports comedy film directed by Christopher Reeve (in his final directed,$35 million[2],$16.6 million[3]
2006,9,15.0,Gridiron Gang,/wiki/Gridiron_Gang,"[' biographical sports drama', '$30 million[1]', '$41 million[1]']", biographical sports drama,$30 million[1],$41 million[1]
2006,9,15.0,The Last Kiss,/wiki/The_Last_Kiss_(2006_film),"[' romantic comedy-drama', '$20 million', '$15.8 million']", romantic comedy-drama,$20 million,$15.8 million
2006,9,22.0,All the King's Men,/wiki/All_the_King%27s_Men_(2006_film),"[' political drama', '$55 million', '$9.5 million']", political drama,$55 million,$9.5 million
2006,9,22.0,Bandidas,/wiki/Bandidas,"[' action comedy', '$35 million', '$18.4 million']", action comedy,$35 million,$18.4 million
2006,9,22.0,Jet Li's Fearless,/wiki/Fearless_(2006_film),"['martial arts', 'CNY 90 million (18 million USD)+[3]', 'USD$68.1 million']",martial arts,CNY 90 million (18 million USD)+[3],USD$68.1 million
2006,9,22.0,Flyboys,/wiki/Flyboys_(film),"['war drama', '$60 million[1]', '$17.8 million[1]']",war drama,$60 million[1],$17.8 million[1]
2006,9,22.0,Jackass Number Two,/wiki/Jackass_Number_Two,"[' reality slapstick comedy', '$11.5 million[2]', '$84.6 million[2]']", reality slapstick comedy,$11.5 million[2],$84.6 million[2]
2006,9,22.0,The Science of Sleep,/wiki/The_Science_of_Sleep,"['surrealistic science fantasy comedy', '$6 million[3][better\xa0source\xa0needed]', '$15.3 million[2]']",surrealistic science fantasy comedy,$6 million[3][better source needed],$15.3 million[2]
2006,9,27.0,The Last King of Scotland,/wiki/The_Last_King_of_Scotland_(film),"['historical drama', '$6 million[3]', '$48.4 million[3]']",historical drama,$6 million[3],$48.4 million[3]
2006,9,29.0,Facing the Giants,/wiki/Facing_the_Giants,"[' Christian drama sports', '$100,000[1]', '$10.2 million[1]']", Christian drama sports,"$100,000[1]",$10.2 million[1]
2006,9,29.0,The Guardian,/wiki/The_Guardian_(2006_film),"[' action-adventure drama', '$70 million', '$95 million']", action-adventure drama,$70 million,$95 million
2006,9,29.0,Open Season,/wiki/Open_Season_(2006_film),"[' animated adventure comedy', '$85 million[4]', '$200.8 million[4]']", animated adventure comedy,$85 million[4],$200.8 million[4]
2006,9,29.0,School for Scoundrels,/wiki/School_for_Scoundrels_(2006_film),"['h', '$35 million[2]', '$23,947,685[2]']",h,$35 million[2],"$23,947,685[2]"
2006,10,6.0,The Departed,/wiki/The_Departed,"[' Kong', '$90 million[1]', '$291.5 million[1]']", Kong,$90 million[1],$291.5 million[1]
2006,10,6.0,Employee of the Month,/wiki/Employee_of_the_Month_(2006_film),"[' comedy', '$10-12 million[1][2]', '$38.4 million[2]']", comedy,$10-12 million[1][2],$38.4 million[2]
2006,10,6.0,Little Children,/wiki/Little_Children_(film),"[' romantic psychological drama', '$26 million[1]', '$14.8 million[1]']", romantic psychological drama,$26 million[1],$14.8 million[1]
2006,10,6.0,The Queen,/wiki/The_Queen_(2006_film),"['drama', '$15 million', '$123.5 million[1]']",drama,$15 million,$123.5 million[1]
2006,10,6.0,The Texas Chainsaw Massacre: The Beginning,/wiki/The_Texas_Chainsaw_Massacre:_The_Beginning,"[' slasher', '$16 million[3]', '$51.8 million[3]']", slasher,$16 million[3],$51.8 million[3]
2006,10,13.0,The Grudge 2,/wiki/The_Grudge_2,"[' supernatural horror', '$20 million[2]', '$70.7 million[3]']", supernatural horror,$20 million[2],$70.7 million[3]
2006,10,13.0,Man of the Year,/wiki/Man_of_the_Year_(2006_film),"[' political satire', '$20 million[1]', '$41.2 million']", political satire,$20 million[1],$41.2 million
2006,10,13.0,The Marine,/wiki/The_Marine,"[' action', '$15 million[1]', '$22.2 million[1]']", action,$15 million[1],$22.2 million[1]
2006,10,13.0,One Night with the King,/wiki/One_Night_with_the_King,"[' religious epic', '$20 million', '$13.7 million']", religious epic,$20 million,$13.7 million
2006,10,20.0,Flags of Our Fathers,/wiki/Flags_of_Our_Fathers_(film),"[' war drama', '$90 million[2]', '$65.9 million[2]']", war drama,$90 million[2],$65.9 million[2]
2006,10,20.0,Flicka,/wiki/Flicka,"[' family adventure drama', '$15 million', '$21.9 million']", family adventure drama,$15 million,$21.9 million
2006,10,20.0,Marie Antoinette,/wiki/Marie_Antoinette_(2006_film),"['historical drama', '$40 million[3]', '$60.9 million[4]']",historical drama,$40 million[3],$60.9 million[4]
2006,10,20.0,The Prestige,/wiki/The_Prestige_(film),"[' psychological thriller', '$40 million[3]', '$109.7 million[3]']", psychological thriller,$40 million[3],$109.7 million[3]
2006,10,27.0,Babel,/wiki/Babel_(film),"['psychological drama', '$25 million', '$135.3 million[4]']",psychological drama,$25 million,$135.3 million[4]
2006,10,27.0,Catch a Fire,/wiki/Catch_a_Fire_(film),"['biographical thriller', '$14 million', '$5.7 million']",biographical thriller,$14 million,$5.7 million
2006,10,27.0,Death of a President,/wiki/Death_of_a_President_(2006_film),"[' mockumentary political thriller', '$2 million[1]', '$869,352[2]']", mockumentary political thriller,$2 million[1],"$869,352[2]"
2006,10,27.0,Saw III,/wiki/Saw_III,"['horror', '$10 million', '$164.9 million[1]']",horror,$10 million,$164.9 million[1]
2006,11,3.0,Flushed Away,/wiki/Flushed_Away,"['animated adventure comedy', '$149 million[3]', '$178.3 million[3]']",animated adventure comedy,$149 million[3],$178.3 million[3]
2006,11,3.0,The Santa Clause 3: The Escape Clause,/wiki/The_Santa_Clause_3:_The_Escape_Clause,"[' Christmas comedy', '$12 million', '$110.8\xa0million[1]']", Christmas comedy,$12 million,$110.8 million[1]
2006,11,3.0,Unknown,/wiki/Unknown_(2006_film),"[' mystery thriller', '$3.7 million[2]', '$3.4 million[2]']", mystery thriller,$3.7 million[2],$3.4 million[2]
2006,11,10.0,A Good Year,/wiki/A_Good_Year,"['romantic comedy-drama', '$35 million[1]', '$42.2 million[2]']",romantic comedy-drama,$35 million[1],$42.2 million[2]
2006,11,10.0,Harsh Times,/wiki/Harsh_Times_(film),"[' action crime', '$2 million', '$6 million[2]']", action crime,$2 million,$6 million[2]
2006,11,10.0,The Return,/wiki/The_Return_(2006_film),"[' psychological horror', '$15 million', '$11.9 million']", psychological horror,$15 million,$11.9 million
2006,11,10.0,Stranger Than Fiction,/wiki/Stranger_than_Fiction_(2006_film),"[' fantasy comedy-drama', '$30 million[1]', '$53.7 million[1]']", fantasy comedy-drama,$30 million[1],$53.7 million[1]
2006,11,17.0,Bobby,/wiki/Bobby_(2006_film),"[' drama', '$14 million[3]', '$20.7 million[4]']", drama,$14 million[3],$20.7 million[4]
2006,11,17.0,For Your Consideration,/wiki/For_Your_Consideration_(film),"[' comedy', '$12 million[1]', '$5.9 million[1]']", comedy,$12 million[1],$5.9 million[1]
2006,11,17.0,Happy Feet,/wiki/Happy_Feet,"['animated jukebox musical comedy', '$100 million[3]', '$384.3 million[3]']",animated jukebox musical comedy,$100 million[3],$384.3 million[3]
2006,11,17.0,Let's Go to Prison,/wiki/Let%27s_Go_to_Prison,"[' comedy', '$4 million[1]', '$4.6 million']", comedy,$4 million[1],$4.6 million
2006,11,20.0,Griffin & Phoenix,/wiki/Griffin_%26_Phoenix_(2006_film),"[' romance', '$500,000', '$1.4 million[1]']", romance,"$500,000",$1.4 million[1]
2006,11,22.0,Deck the Halls,/wiki/Deck_the_Halls_(2006_film),"[' Christmas comedy', '$51 million[1]', '$47.2 million[1]']", Christmas comedy,$51 million[1],$47.2 million[1]
2006,11,22.0,Déjà Vu,/wiki/D%C3%A9j%C3%A0_Vu_(2006_film),"[' science fiction action', '$75 million[4]', '$180.6 million[4]']", science fiction action,$75 million[4],$180.6 million[4]
2006,11,22.0,The Fountain,/wiki/The_Fountain,"[' epic romantic drama', '$35 million[4]', '$16.5 million[4]']", epic romantic drama,$35 million[4],$16.5 million[4]
2006,11,22.0,Tenacious D in The Pick of Destiny,/wiki/Tenacious_D_in_The_Pick_of_Destiny,"[' musical fantasy comedy', '$19–20 million[1][2]', '$13.9 million[2]']", musical fantasy comedy,$19–20 million[1][2],$13.9 million[2]
2006,12,1.0,The Nativity Story,/wiki/The_Nativity_Story,"[' biblical drama', '$35 million[1]', '$46.4 million[1]']", biblical drama,$35 million[1],$46.4 million[1]
2006,12,1.0,Turistas,/wiki/Turistas,"[' horror', '$10 million', '$14.7 million[3]']", horror,$10 million,$14.7 million[3]
2006,12,3.0,Miss Potter,/wiki/Miss_Potter,"['biographical drama', '$30 million[2]', '$35.8 million[2]']",biographical drama,$30 million[2],$35.8 million[2]
2006,12,8.0,Apocalypto,/wiki/Apocalypto,"[' epic historical action-adventure', '$40 million[4]', '$120.7 million[4]']", epic historical action-adventure,$40 million[4],$120.7 million[4]
2006,12,8.0,Blood Diamond,/wiki/Blood_Diamond,"[' political action thriller', '$100 million[2]', '$171.7 million[2][3]']", political action thriller,$100 million[2],$171.7 million[2][3]
2006,12,8.0,The Holiday,/wiki/The_Holiday,"[' romantic comedy', '$85\xa0million[2][3]', '$205.8 million[2]']", romantic comedy,$85 million[2][3],$205.8 million[2]
2006,12,8.0,Unaccompanied Minors,/wiki/Unaccompanied_Minors,"[' comedy', '$25 million[2]', '$21.9 million[2]']", comedy,$25 million[2],$21.9 million[2]
2006,12,15.0,Charlotte's Web,/wiki/Charlotte%27s_Web_(2006_film),"[' fantasy comedy-drama', '$85 million[1]', '$150 million']", fantasy comedy-drama,$85 million[1],$150 million
2006,12,15.0,Dreamgirls,/wiki/Dreamgirls_(film),"[' musical drama', '$75–80 million[1][3]', '$155.4 million[4]']", musical drama,$75–80 million[1][3],$155.4 million[4]
2006,12,15.0,Eragon,/wiki/Eragon_(film),"['action fantasy', '$100\xa0million[2]', '$250.4\xa0million[2]']",action fantasy,$100 million[2],$250.4 million[2]
2006,12,15.0,Home of the Brave,/wiki/Home_of_the_Brave_(2006_film),"[' drama', '$12 million', '$499,620']", drama,$12 million,"$499,620"
2006,12,15.0,The Pursuit of Happyness,/wiki/The_Pursuit_of_Happyness,"[' biographical drama', '$55 million[1]', '$307.1 million[1]']", biographical drama,$55 million[1],$307.1 million[1]
2006,12,20.0,Letters from Iwo Jima,/wiki/Letters_from_Iwo_Jima,"['-language American war', '$19 million[2]', '$68.7 million[2]']",-language American war,$19 million[2],$68.7 million[2]
2006,12,20.0,The Painted Veil,/wiki/The_Painted_Veil_(2006_film),"[' drama', '$19.4 million[2]', '$26.9 million[1]']", drama,$19.4 million[2],$26.9 million[1]
2006,12,20.0,Rocky Balboa,/wiki/Rocky_Balboa_(film),"[' sports drama', '$24 million', '$156.2 million[1]']", sports drama,$24 million,$156.2 million[1]
2006,12,22.0,The Good Shepherd,/wiki/The_Good_Shepherd_(film),"[' spy', '$80 million[1]', '$100.3 million']", spy,$80 million[1],$100.3 million
2006,12,22.0,Night at the Museum,/wiki/Night_at_the_Museum,"[' fantasy comedy', '$110 million[3]', '$574.5 million[4]']", fantasy comedy,$110 million[3],$574.5 million[4]
2006,12,22.0,We Are Marshall,/wiki/We_Are_Marshall,"[' biographical sports drama', '$65 million[1]', '$43.5 million[1]']", biographical sports drama,$65 million[1],$43.5 million[1]
2006,12,25.0,Black Christmas,/wiki/Black_Christmas_(2006_film),"[' slasher', '$9 million[5]', '$21.5 million[6]']", slasher,$9 million[5],$21.5 million[6]
2006,12,25.0,Children of Men,/wiki/Children_of_Men,"['dystopian action thriller', '$76 million[1]', '$70.5 million[1]']",dystopian action thriller,$76 million[1],$70.5 million[1]
2006,12,25.0,Notes on a Scandal,/wiki/Notes_on_a_Scandal_(film),"[' psychological drama', '$15 million', '$50.6 million']", psychological drama,$15 million,$50.6 million
2006,12,27.0,Perfume: The Story of a Murderer,/wiki/Perfume:_The_Story_of_a_Murderer_(film),"['period psychological thriller', '$60 million[2]', '$135 million[2]']",period psychological thriller,$60 million[2],$135 million[2]
2007,1,5.0,Code Name: The Cleaner,/wiki/Code_Name:_The_Cleaner,"[' action comedy', '$20 million', '$10.3 million']", action comedy,$20 million,$10.3 million
2007,1,5.0,Freedom Writers,/wiki/Freedom_Writers,"[' drama', '$21 million', '$43.1 million']", drama,$21 million,$43.1 million
2007,1,5.0,Happily N'Ever After,/wiki/Happily_N%27Ever_After,"['animated fantasy adventure comedy', '$47 million[3]', '$38 million[3]']",animated fantasy adventure comedy,$47 million[3],$38 million[3]
2007,1,5.0,Three,/wiki/Three_(2006_film),"[' horror thriller', '$2.4 million[2]', '$1.4 million[2]']", horror thriller,$2.4 million[2],$1.4 million[2]
2007,1,12.0,Alpha Dog,/wiki/Alpha_Dog,"[' crime drama', '$9.5 million', '$32.4 million[2]']", crime drama,$9.5 million,$32.4 million[2]
2007,1,12.0,Stomp the Yard,/wiki/Stomp_the_Yard,"[' dance drama', '$13 million[1]', '$75.5 million[1]']", dance drama,$13 million[1],$75.5 million[1]
2007,1,19.0,The Hitcher,/wiki/The_Hitcher_(2007_film),"[' road thriller', '$10 million', '$25.4 million[2]']", road thriller,$10 million,$25.4 million[2]
2007,1,26.0,Blood & Chocolate,/wiki/Blood_%26_Chocolate_(film),"['fantasy-horror', '$15 million', '$6.3 million[1]']",fantasy-horror,$15 million,$6.3 million[1]
2007,1,26.0,Catch and Release,/wiki/Catch_and_Release_(2006_film),"[' romantic comedy film written and directed by Susannah Grant, her only', '$25 million[3]', '$16 million[3]']"," romantic comedy film written and directed by Susannah Grant, her only",$25 million[3],$16 million[3]
2007,1,26.0,Epic Movie,/wiki/Epic_Movie,"[' parody', '$20 million[3]', '$86.9 million']", parody,$20 million[3],$86.9 million
2007,1,26.0,Seraphim Falls,/wiki/Seraphim_Falls,"[' revisionist Western', '$18,000,000 (estimated)', '$1,220,058[1]']", revisionist Western,"$18,000,000 (estimated)","$1,220,058[1]"
2007,1,26.0,Smokin' Aces,/wiki/Smokin%27_Aces,"[' action comedy', '$17 million[2][3]', '$57.3 million[3]']", action comedy,$17 million[2][3],$57.3 million[3]
2007,2,2.0,Because I Said So,/wiki/Because_I_Said_So_(film),"[' romantic comedy', '$39 million[1]', '$69.5 million[2]']", romantic comedy,$39 million[1],$69.5 million[2]
2007,2,2.0,Factory Girl,/wiki/Factory_Girl_(2006_film),"[' biographical', '$7 million[2]', '$3.6 million']", biographical,$7 million[2],$3.6 million
2007,2,2.0,The Messengers,/wiki/The_Messengers_(film),"['supernatural horror', '$16 million[4]', '$55 million[4]']",supernatural horror,$16 million[4],$55 million[4]
2007,2,9.0,Hannibal Rising,/wiki/Hannibal_Rising_(film),"['psychological thriller drama film and the fifth', '$50 million[9]', '$82.1 million[2]']",psychological thriller drama film and the fifth,$50 million[9],$82.1 million[2]
2007,2,14.0,Daddy's Little Girls,/wiki/Daddy%27s_Little_Girls,"[' romantic comedy-drama', '$10 million', '$31.6 million']", romantic comedy-drama,$10 million,$31.6 million
2007,2,14.0,Music and Lyrics,/wiki/Music_and_Lyrics,"[' musical romantic comedy-drama', '$40 million[1]', '$145.9 million[1]']", musical romantic comedy-drama,$40 million[1],$145.9 million[1]
2007,2,14.0,Starter for 10,/wiki/Starter_for_10_(film),"[' comedy-drama', '$5.7 million', '$1.7 million[3]']", comedy-drama,$5.7 million,$1.7 million[3]
2007,2,16.0,Breach,/wiki/Breach_(2007_film),"[' spy thriller', '$23 million', '$41 million[1]']", spy thriller,$23 million,$41 million[1]
2007,2,16.0,Bridge to Terabithia,/wiki/Bridge_to_Terabithia_(2007_film),"[' fantasy drama', '$17 million[3][4]', '$137.6 million[4]']", fantasy drama,$17 million[3][4],$137.6 million[4]
2007,2,16.0,Ghost Rider,/wiki/Ghost_Rider_(2007_film),"[' superhero', '$110 million[7]', '$228.7 million[7]']", superhero,$110 million[7],$228.7 million[7]
2007,2,23.0,Amazing Grace,/wiki/Amazing_Grace_(2006_film),"['biographical drama', 'US$29 million', 'US$32.1 million[1]']",biographical drama,US$29 million,US$32.1 million[1]
2007,2,23.0,The Astronaut Farmer,/wiki/The_Astronaut_Farmer,"[' drama', '$13 million[1]', '$11.1 million[1]']", drama,$13 million[1],$11.1 million[1]
2007,2,23.0,The Number 23,/wiki/The_Number_23,"[' thriller', '$30 million[3]', '$77.6 million[3]']", thriller,$30 million[3],$77.6 million[3]
2007,2,23.0,Reno 911!: Miami,/wiki/Reno_911!:_Miami,"[' cop comedy', '$10 million[2]', '$22 million[2]']", cop comedy,$10 million[2],$22 million[2]
2007,3,2.0,Black Snake Moan,/wiki/Black_Snake_Moan_(film),"['n', '$15 million[2]', '$10.9 million[2]']",n,$15 million[2],$10.9 million[2]
2007,3,2.0,Wild Hogs,/wiki/Wild_Hogs,"[' biker road comedy', '$60 million', '$253.6 million[1]']", biker road comedy,$60 million,$253.6 million[1]
2007,3,2.0,Zodiac,/wiki/Zodiac_(film),"[' neo-noir mystery thriller', '$65–85 million[2][3]', '$84.7 million[2]']", neo-noir mystery thriller,$65–85 million[2][3],$84.7 million[2]
2007,3,9.0,300,/wiki/300_(film),"[' epic historical action', '$60 million[2][3]', '$456 million[4]']", epic historical action,$60 million[2][3],$456 million[4]
2007,3,9.0,The Ultimate Gift,/wiki/The_Ultimate_Gift,"[' drama', '$9 million[citation needed]', '$3.4 million[1]']", drama,$9 million[citation needed],$3.4 million[1]
2007,3,9.0,The Namesake,/wiki/The_Namesake_(film),"['-language drama', '$9.5 million[2]', '$20.14 million[3]']",-language drama,$9.5 million[2],$20.14 million[3]
2007,3,16.0,Dead Silence,/wiki/Dead_Silence,"[' supernatural horror', '$20 million[1]', '$22.4 million[1]']", supernatural horror,$20 million[1],$22.4 million[1]
